"Type","Name","File"
"const-fn","getEmotionColor","_TO_DELETE_MANUALLY\omega-ui\src\i18n\emotions.ts"
"const-fn","getEmotionLabel","_TO_DELETE_MANUALLY\omega-ui\src\i18n\emotions.ts"
"const-fn","getLimiterStats","gateway\limiter\src\limiter\limiter.ts"
"const-fn","getReport","gateway\sentinel\src\sentinel\sentinel.ts"
"const-fn","getStats","gateway\quarantine\src\quarantine\quarantine.ts"
"const-fn","injectFault","gateway\chaos\src\chaos\chaos.ts"
"const-fn","listItems","gateway\quarantine\src\quarantine\quarantine.ts"
"const-fn","normEmotionKey","_TO_DELETE_MANUALLY\omega-ui\src\i18n\emotions.ts"
"const-fn","purgeItems","gateway\quarantine\src\quarantine\quarantine.ts"
"const-fn","registerFault","gateway\chaos\src\chaos\chaos.ts"
"const-fn","resetLimitKey","gateway\limiter\src\limiter\limiter.ts"
"const-fn","selectAssumptions","_TO_DELETE_MANUALLY\store.ts"
"const-fn","selectBudget","_TO_DELETE_MANUALLY\store.ts"
"const-fn","selectEngineMode","_TO_DELETE_MANUALLY\store.ts"
"const-fn","selectHealthLevel","_TO_DELETE_MANUALLY\store.ts"
"const-fn","selectIsRunning","_TO_DELETE_MANUALLY\store.ts"
"const-fn","selectMiniJournal","_TO_DELETE_MANUALLY\store.ts"
"const-fn","selectParagraphs","_TO_DELETE_MANUALLY\store.ts"
"const-fn","selectProgress","_TO_DELETE_MANUALLY\store.ts"
"const-fn","selectRunStatus","_TO_DELETE_MANUALLY\store.ts"
"const-fn","selectShowHealthPill","_TO_DELETE_MANUALLY\store.ts"
"const-fn","selectViewMode","_TO_DELETE_MANUALLY\store.ts"
"const-fn","variableLatencyHandler","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\stress\scenarios.ts"
"const-fn","variableLatencyHandler","gateway\resilience\src\stress\scenarios.ts"
"enum","BlockReason","gateway\sentinel\src\sentinel\constants.ts"
"enum","CanonErrorCode","_TO_DELETE_MANUALLY\errors.ts"
"enum","CanonErrorCode","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\canon\types.ts"
"enum","ConfidenceLevel","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\canon\constants.ts"
"enum","ConflictCategory","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\resolver\constants.ts"
"enum","ConflictFlag","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\resolver\constants.ts"
"enum","ConflictResolution","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\canon\constants.ts"
"enum","ConflictSeverity","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\resolver\constants.ts"
"enum","ConflictStatus","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\resolver\constants.ts"
"enum","ConflictType","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\canon\constants.ts"
"enum","ContextAction","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\context\types.ts"
"enum","ContextErrorCode","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\context\types.ts"
"enum","ContextScope","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\context\constants.ts"
"enum","ElementState","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\context\constants.ts"
"enum","ElementType","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\context\constants.ts"
"enum","ExperimentState","gateway\chaos\src\chaos\constants.ts"
"enum","FactSource","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\canon\constants.ts"
"enum","FactStatus","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\canon\constants.ts"
"enum","FactType","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\canon\constants.ts"
"enum","FaultType","gateway\chaos\src\chaos\constants.ts"
"enum","GatewayStage","gateway\facade\src\gateway\constants.ts"
"enum","GatewayStatus","gateway\facade\src\gateway\constants.ts"
"enum","HealthLevel","_TO_DELETE_MANUALLY\OMEGA_TYPES_UI.ts"
"enum","InjectionResult","gateway\chaos\src\chaos\constants.ts"
"enum","IntentAction","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\intent\constants.ts"
"enum","IntentErrorCode","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\intent\types.ts"
"enum","IntentFailureCode","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\intent\constants.ts"
"enum","IntentPriority","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\intent\constants.ts"
"enum","IntentState","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\intent\constants.ts"
"enum","IntentType","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\intent\constants.ts"
"enum","LimitResult","gateway\limiter\src\limiter\constants.ts"
"enum","LogicalOperator","_TO_DELETE_MANUALLY\OMEGA_PHASE21_QUERY_ENGINE\src\types.ts"
"enum","MemoryPolicy","_TO_DELETE_MANUALLY\OMEGA_PHASE20_1_MEMORY_HOOK\src\config\memory-policy.ts"
"enum","NexusErrorCode","_TO_DELETE_MANUALLY\OMEGA_SPRINT15\src\nexus\types.ts"
"enum","Operator","_TO_DELETE_MANUALLY\OMEGA_PHASE21_QUERY_ENGINE\src\types.ts"
"enum","OrchestratorErrorCode","packages\orchestrator-core\src\core\errors.ts"
"enum","PersistErrorCode","_TO_DELETE_MANUALLY\OMEGA_PHASE19_PERSIST\src\core\types.ts"
"enum","PersistSource","_TO_DELETE_MANUALLY\OMEGA_PHASE19_PERSIST\src\core\types.ts"
"enum","PositionLevel","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\context\constants.ts"
"enum","QuarantineReason","gateway\quarantine\src\quarantine\constants.ts"
"enum","QuarantineStatus","gateway\quarantine\src\quarantine\constants.ts"
"enum","ResolutionStrategy","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\resolver\constants.ts"
"enum","ResolverErrorCode","_TO_DELETE_MANUALLY\OMEGA_PHASE18_MEMORY\src\resolver\types.ts"
"enum","SaveTrigger","_TO_DELETE_MANUALLY\OMEGA_PHASE20_1_MEMORY_HOOK\src\config\memory-policy.ts"
"enum","ScribeErrorCode","src\scribe\errors.ts"
"enum","SentinelStatus","gateway\sentinel\src\sentinel\constants.ts"
"enum","Severity","gateway\quarantine\src\quarantine\constants.ts"
"enum","Strategy","gateway\limiter\src\limiter\constants.ts"
"enum","SyncStatus","_TO_DELETE_MANUALLY\OMEGA_PHASE19_PERSIST\src\core\types.ts"
"enum","SyncStatus","_TO_DELETE_MANUALLY\OMEGA_PHASE20_INTEGRATION\src\memory-service.ts"
"enum","ThreatCategory","gateway\facade\src\gateway\constants.ts"
"enum","ThreatSeverity","gateway\facade\src\gateway\constants.ts"
"function","__clearForTests","_TO_DELETE_MANUALLY\nexus\ledger\src\events\eventStore.ts"
"function","__clearForTests","_TO_DELETE_MANUALLY\nexus\ledger\src\registry\registry.ts"
"function","absence","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\temporal\ltl.ts"
"function","absence","gateway\resilience\src\temporal\ltl.ts"
"function","absolutePath","_TO_DELETE_MANUALLY\errors.ts"
"function","acquireLock","_TO_DELETE_MANUALLY\lock_manager.ts"
"function","adapterError","gateway\wiring\src\errors.ts"
"function","adapterError","packages\integration-nexus-dep\src\contracts\errors.ts"
"function","adapterNotFoundError","packages\orchestrator-core\src\core\errors.ts"
"function","adaptTextAnalyzerToBridge","_TO_DELETE_MANUALLY\text_analyzer_adapter.ts"
"function","addBound","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\negative\space.ts"
"function","addBound","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\negative\space.ts"
"function","addBoundaryToLedger","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary.ts"
"function","addEmotions","_TO_DELETE_MANUALLY\emotion_engine.ts"
"function","addEmotions","_TO_DELETE_MANUALLY\OMEGA_EMOTION_ENGINE_EXTRACT_20260123-025708\03_emotion_engine_files\emotion_engine.ts"
"function","addEmotions","_TO_DELETE_MANUALLY\omega-ui\src\lib\emotion_engine.ts"
"function","addEvidence","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\artifact\artifact.ts"
"function","addEvidence","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\gravity\engine.ts"
"function","addEvidence","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\artifact\artifact.ts"
"function","addEvidence","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\gravity\engine.ts"
"function","addExternalCertifier","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\artifact\artifact.ts"
"function","addExternalCertifier","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\artifact\artifact.ts"
"function","addImpossibilities","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","addImpossibilities","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","addImpossibility","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","addImpossibility","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","addProof","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","addProof","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","addProofs","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","addProofs","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\crystal\crystallizer.ts"
"function","aggregateDNA","packages\omega-aggregate-dna\src\aggregate.ts"
"function","aggregateEmotions","_TO_DELETE_MANUALLY\apps\omega-ui\src\core\analyzer.ts"
"function","aggregateResults","packages\gold-suite\src\aggregator.ts"
"function","allInvariantsSurvived","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\self\survival-proof.ts"
"function","allInvariantsSurvived","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\self\survival-proof.ts"
"function","allRecoverable","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\refusal\engine.ts"
"function","allRecoverable","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\refusal\engine.ts"
"function","always","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\temporal\ltl.ts"
"function","always","gateway\resilience\src\temporal\ltl.ts"
"function","analyze","packages\genome\src\api\analyze.ts"
"function","analyze","src\text_analyzer\index.ts"
"function","analyzeCompliance","src\scribe\scoring.ts"
"function","analyzeCoverageGaps","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\falsification\coverage.ts"
"function","analyzeCoverageGaps","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\falsification\coverage.ts"
"function","analyzeEmotion","genesis-forge\src\genesis\core\emotion_bridge.ts"
"function","analyzeHarmony","src\oracle\muse\diversity.ts"
"function","analyzeResultToSegments","packages\omega-bridge-ta-mycelium\src\bridge\analysis_to_dna.ts"
"function","analyzeSegment","_TO_DELETE_MANUALLY\apps\omega-ui\src\core\analyzer.ts"
"function","analyzeStylePatterns","src\genesis\judges\p2_style_signature.ts"
"function","analyzeText","_TO_DELETE_MANUALLY\apps\omega-ui\src\core\analyzer.ts"
"function","analyzeText","_TO_DELETE_MANUALLY\apps\omega-ui\src\lib\ipc.ts"
"function","and","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\temporal\ltl.ts"
"function","and","gateway\resilience\src\temporal\ltl.ts"
"function","andAll","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\temporal\ltl.ts"
"function","andAll","gateway\resilience\src\temporal\ltl.ts"
"function","append","_TO_DELETE_MANUALLY\nexus\ledger\src\events\eventStore.ts"
"function","applyDecay","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\gravity\engine.ts"
"function","applyDecay","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\gravity\engine.ts"
"function","applyDecayToRecord","packages\mycelium-bio\src\emotion_field.ts"
"function","applyGuards","_TO_DELETE_MANUALLY\OMEGA_SPRINT15\src\nexus\guard.ts"
"function","applyL1CyclicPhase","omega-v44\src\phase2_core\laws.ts"
"function","applyL2BoundedIntensity","omega-v44\src\phase2_core\laws.ts"
"function","applyL3BoundedPersistence","omega-v44\src\phase2_core\laws.ts"
"function","applyL4DecayLaw","omega-v44\src\phase2_core\laws.ts"
"function","applyL5HystereticDamping","omega-v44\src\phase2_core\laws.ts"
"function","applyL6Conservation","omega-v44\src\phase2_core\laws.ts"
"function","applyLSystem","packages\mycelium-bio\src\morpho_engine.ts"
"function","applyOfficialDecay","packages\mycelium-bio\src\emotion_field.ts"
"function","applyOfficialStimulation","packages\mycelium-bio\src\emotion_field.ts"
"function","applyOperator","_TO_DELETE_MANUALLY\OMEGA_PHASE21_QUERY_ENGINE\src\operators\operators.ts"
"function","applyPrismWithConstraints","src\genesis\core\prism.ts"
"function","applyTheme","_TO_DELETE_MANUALLY\apps\omega-ui\src\lib\theme.ts"
"function","applyTieringActions","gateway\src\memory\memory_layer_nasa\memory_tiering.ts"
"function","areBridgeDataEqual","packages\omega-bridge-ta-mycelium\src\bridge\text_analyzer_bridge.ts"
"function","artifactsEqual","gateway\src\creation\creation_layer_nasa\artifact_builder.ts"
"function","assertAggregationInvariants","packages\omega-aggregate-dna\src\invariants.ts"
"function","assertAllInvariants","packages\omega-segment-engine\src\invariants.ts"
"function","assertBuffersEqual","tests\e2e\setup.ts"
"function","assertCharCountCoherent","packages\omega-segment-engine\src\invariants.ts"
"function","assertChecksum","_TO_DELETE_MANUALLY\nexus\raw\src\utils\checksum.ts"
"function","assertDeterminism","packages\omega-aggregate-dna\src\invariants.ts"
"function","assertDeterministic","packages\orchestrator-core\src\core\DeterminismGuard.ts"
"function","assertDigestableSources","gateway\src\memory\memory_layer_nasa\memory_digest.ts"
"function","assertEmptyValid","packages\omega-aggregate-dna\src\invariants.ts"
"function","assertHashValid","packages\omega-segment-engine\src\invariants.ts"
"function","assertIndexMonotone","packages\omega-segment-engine\src\invariants.ts"
"function","assertManifestValid","tests\e2e\setup.ts"
"function","assertMerkleValid","packages\omega-aggregate-dna\src\invariants.ts"
"function","assertNoBypass","gateway\wiring\src\anti_bypass_scanner.ts"
"function","assertNoCarriageReturn","packages\omega-segment-engine\src\invariants.ts"
"function","assertNonEmpty","packages\omega-segment-engine\src\invariants.ts"
"function","assertNotProduction","src\scribe\mock_provider.ts"
"function","assertOffsetsValid","packages\omega-segment-engine\src\invariants.ts"
"function","assertOrderSensitive","packages\omega-aggregate-dna\src\invariants.ts"
"function","assertSeedAligned","packages\omega-aggregate-dna\src\invariants.ts"
"function","assertSliceExact","packages\omega-segment-engine\src\invariants.ts"
"function","assertStatsSummed","packages\omega-aggregate-dna\src\invariants.ts"
"function","assertWordCountPositive","packages\omega-segment-engine\src\invariants.ts"
"function","assess","src\oracle\muse\assess.ts"
"function","atom","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\temporal\ltl.ts"
"function","atom","gateway\resilience\src\temporal\ltl.ts"
"function","attachIntegrity","_TO_DELETE_MANUALLY\integrity.ts"
"function","attackId","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\adversarial\types.ts"
"function","attackId","gateway\resilience\src\adversarial\types.ts"
"function","attackInvariant","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\self\falsify-runner.ts"
"function","attackInvariant","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\self\falsify-runner.ts"
"function","benchmark","_TO_DELETE_MANUALLY\nexus\bench\utils.ts"
"function","benchmark","nexus\bench\utils.ts"
"function","benchmark","packages\performance\src\benchmark.ts"
"function","benchmarkAsync","packages\performance\src\benchmark.ts"
"function","boundedResponse","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\temporal\ltl.ts"
"function","boundedResponse","gateway\resilience\src\temporal\ltl.ts"
"function","buildArtifact","gateway\src\creation\creation_layer_nasa\artifact_builder.ts"
"function","buildBridgeData","packages\omega-bridge-ta-mycelium\src\bridge\text_analyzer_bridge.ts"
"function","buildCanonicalKey","gateway\src\memory\memory_layer_nasa\canonical_key.ts"
"function","buildDependencyGraph","packages\contracts-canon\src\registry.ts"
"function","buildDigestPayload","gateway\src\memory\memory_layer_nasa\memory_digest.ts"
"function","buildEmotionField","packages\mycelium-bio\src\emotion_field.ts"
"function","buildEmotionFieldFromIntensities","packages\mycelium-bio\src\emotion_field.ts"
"function","buildEnvelope","gateway\wiring\src\envelope.ts"
"function","buildFingerprint","_TO_DELETE_MANUALLY\OMEGA_EMOTION_ENGINE_EXTRACT_20260123-025708\03_emotion_engine_files\fingerprint.ts"
"function","buildFingerprint","packages\mycelium-bio\src\fingerprint.ts"
"function","buildFullPrompt","_TO_DELETE_MANUALLY\OMEGA_PHASE14\oracle\prompt_builder.ts"
"function","buildIndex","gateway\src\memory\memory_layer_nasa\memory_index.ts"
"function","buildInvariantRegistry","_TO_DELETE_MANUALLY\nexus\src\core\registry.ts"
"function","buildInvariantRegistry","_TO_DELETE_MANUALLY\omega-nexus\src\core\registry.ts"
"function","buildLedgerSummary","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary_ledger.ts"
"function","buildLedgerSummary","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\meta\boundary_ledger.ts"
"function","buildLineageGraph","_TO_DELETE_MANUALLY\OMEGA_SENTINEL_SUPREME\sentinel\crystal\lineage.ts"
"function","buildLineageGraph","_TO_DELETE_MANUALLY\sprint28_5\OMEGA_SENTINEL_SUPREME\sentinel\crystal\lineage.ts"
"function","buildManifest","_TO_DELETE_MANUALLY\nexus\proof-utils\src\manifest.ts"
"function","buildMerkleTree","_TO_DELETE_MANUALLY\nexus\src\core\crypto.ts"
"function","buildMerkleTree","_TO_DELETE_MANUALLY\omega-nexus\src\core\crypto.ts"
"function","buildMinimalPrompt","_TO_DELETE_MANUALLY\OMEGA_PHASE14\oracle\prompt_builder.ts"
"function","buildMyceliumDNA","packages\mycelium-bio\src\dna_builder.ts"
"function","buildPayloadSchema","gateway\wiring\src\envelope.ts"
"function","buildPrompt","_TO_DELETE_MANUALLY\OMEGA_PHASE14\oracle\prompt_builder.ts"
"function","buildPrompt","genesis-forge\src\genesis\engines\drafter.ts"
"function","buildPrompt","src\scribe\prompt_builder.ts"
"function","buildProofPack","src\genesis\proofs\proof_builder.ts"
"function","buildTrace","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\temporal\evaluator.ts"
"function","buildTrace","gateway\resilience\src\temporal\evaluator.ts"
"function","buildTraceFromEvents","_TO_DELETE_MANUALLY\omega-phase23\gateway\resilience\src\temporal\evaluator.ts"
"function","buildTraceFromEvents","gateway\resilience\src\temporal\evaluator.ts"
"function","byPredicate","_TO_DELETE_MANUALLY\OMEGA_PHASE21_QUERY_ENGINE\src\queries\builder.ts"
"function","bySource","_TO_DELETE_MANUALLY\OMEGA_PHASE21_QUERY_ENGINE\src\queries\builder.ts"
"function","bySubject","_TO_DELETE_MANUALLY\OMEGA_PHASE21_QUERY_ENGINE\src\queries\builder.ts"
"function","bySubjectAndPredicate","_TO_DELETE_MANUALLY\OMEGA_PHASE21_QUERY_ENGINE\src\queries\builder.ts"
"function","byteLength","gateway\src\memory\memory_layer_nasa\canonical_encode.ts"
"function","calculate","_TO_DELETE_MANUALLY\nexus-search-poc\tests\poc4-e2e.test.ts"
"function","calculateAmbiguity","_TO_DELETE_MANUALLY\OMEGA_PHASE14\oracle\emotion_v2.ts"
"function","calculateAttractorPull","src\oracle\muse\physics\attractors.ts"
