"Path","Line","LineNumber"
"C:\Users\elric\omega-project\docs\prompts\PHASE_I_PROMPT.md","I-T07 Delivery path override attempt","221"
"C:\Users\elric\omega-project\docs\prompts\PHASE_I_PROMPT.md","I-T08 Network call attempt","222"
"C:\Users\elric\omega-project\docs\prompts\PHASE_I_PROMPT.md","I-T09 Dynamic import attempt","223"
"C:\Users\elric\omega-project\docs\prompts\PHASE_I_PROMPT.md","I-T10 Write attempt into SEALED/FROZEN zone","224"
"C:\Users\elric\omega-project\docs\prompts\PHASE_I_PROMPT.md","I-T12 Capsule timestamp leak attempt (zip bytes must remain stable)","226"
"C:\Users\elric\omega-project\docs\prompts\PHASE_I_PROMPT.md","I-T14 Verify write attempt must FAIL","228"
"C:\Users\elric\omega-project\docs\prompts\PHASE_I_PROMPT.md","I-T15 Exit code spoofing attempt","229"
"C:\Users\elric\omega-project\docs\roadmaps\OMEGA_GOVERNANCE_ROADMAP_v1.0.md","> **Maintenir la v?rit?, la s?curit? et la l?gitimit? du syst?me DANS LE TEMPS**","36"
"C:\Users\elric\omega-project\docs\roadmaps\OMEGA_GOVERNANCE_ROADMAP_v1.0.md","* Override sans borne temporelle","266"
"C:\Users\elric\omega-project\docs\roadmaps\OMEGA_GOVERNANCE_ROADMAP_v1.0.md","? Template incident standardis?","325"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","- [x] RUNTIME_EVENT.template.json ? Format ?v?nement","22"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","- [x] GOVERNANCE_LOG.template.ndjson ? Format log","23"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","- [x] RUN_INDEX.template.sha256 ? Index runs","24"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","- [x] DRIFT_REPORT.template.json ? Format rapport","29"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","- [x] REGRESSION_MATRIX.template.json ? Format matrice","33"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","- [x] MISUSE_EVENT.template.json ? Format ?v?nement","37"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","- [x] OVERRIDE.template.json ? Format override","41"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","- [x] VERSION_CONTRACT.template.json ? Format version","46"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","- [x] INCIDENT.template.md ? Template post-mortem","50"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","- [x] ROLLBACK_PLAN.template.json ? Format rollback","51"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","templates/","71"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","?   ??? RUNTIME_EVENT.template.json","73"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","?   ??? GOVERNANCE_LOG.template.ndjson","74"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","?   ??? RUN_INDEX.template.sha256","75"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","?   ??? DRIFT_REPORT.template.json","77"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","?   ??? REGRESSION_MATRIX.template.json","79"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","?   ??? MISUSE_EVENT.template.json","81"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","?   ??? OVERRIDE.template.json","83"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","?   ??? VERSION_CONTRACT.template.json","85"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","?   ??? INCIDENT.template.md","87"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","    ??? ROLLBACK_PLAN.template.json","89"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_GOVERNANCE.md","| Templates | 10 |","116"
"C:\Users\elric\omega-project\docs\roadmaps\ROADMAP_LINKAGE.md","| Event templates | B (D-J) | templates/*/ |","113"
"C:\Users\elric\omega-project\docs\user\OMEGA_Guide_Utilisateur_v1.7.0.md","- Incoh?rences temporelles","145"
"C:\Users\elric\omega-project\docs\user\OMEGA_Guide_Utilisateur_v1.7.0.md","| Temporal | Erreur chronologique | ""Hier, dans 10 ans..."" |","161"
"C:\Users\elric\omega-project\docs\user\OMEGA_Guide_Utilisateur_v1.7.0.md","2. Ou d?sactivez temporairement pendant l'installation","229"
"C:\Users\elric\omega-project\docs\user\OMEGA_Troubleshooting_v1.7.0.md","- Temps d'analyse : jusqu'? 30 secondes","109"
"C:\Users\elric\omega-project\docs\user\OMEGA_Troubleshooting_v1.7.0.md","### Fichiers temporaires","152"
"C:\Users\elric\omega-project\docs\user\OMEGA_Troubleshooting_v1.7.0.md","%TEMP%\omega-*","154"
"C:\Users\elric\omega-project\docs\API.md","// result.tempo: number (0-1)","100"
"C:\Users\elric\omega-project\docs\API.md","  flattenTempoAxis,","142"
"C:\Users\elric\omega-project\docs\API.md","  tempo: TempoAxis;","230"
"C:\Users\elric\omega-project\docs\API.md","interface TempoAxis {","255"
"C:\Users\elric\omega-project\docs\ARCHITECTURE.md","? 4. Extract tempo    ?","129"
"C:\Users\elric\omega-project\docs\ARCHITECTURE.md","       ? - tempo axis    ?","161"
"C:\Users\elric\omega-project\docs\ARCHITECTURE.md","       ? tempo: 0.15     ?","177"
"C:\Users\elric\omega-project\docs\ERROR_CATALOG.md","| RAW_E001_PATH_TRAVERSAL | RawPathTraversalError | Path traversal attempt | Use safe path |","80"
"C:\Users\elric\omega-project\docs\INVARIANTS.md","5. Update certificate template","196"
"C:\Users\elric\omega-project\docs\INVARIANTS_SCALE.md","- `perf.read_ms`, `perf.segment_ms`, etc. (temps d'ex?cution variable)","81"
"C:\Users\elric\omega-project\docs\OMEGA_AUTHORITY_MODEL.md","?   C'est la SEULE architecture qui survit au temps,                                    ?","293"
"C:\Users\elric\omega-project\docs\OMEGA_CLAUDE_CODE_PROMPT_PHASE_E_v1.2_FINAL.md","| path/to/file.ts | XXX | XXXXXXXXXXXXXXXX |","92"
"C:\Users\elric\omega-project\docs\OMEGA_CLAUDE_CODE_PROMPT_PHASE_E_v1.2_FINAL.md","| INV-E-XXX | Description | ?/? |","102"
"C:\Users\elric\omega-project\docs\OMEGA_CLAUDE_CODE_PROMPT_PHASE_E_v1.2_FINAL.md","| R07 | Z?ro dette | Jamais TODO, FIXME, ""? faire plus tard"" |","169"
"C:\Users\elric\omega-project\docs\OMEGA_CLAUDE_CODE_PROMPT_PHASE_E_v1_2_FINAL.md","| path/to/file.ts | XXX | XXXXXXXXXXXXXXXX |","92"
"C:\Users\elric\omega-project\docs\OMEGA_CLAUDE_CODE_PROMPT_PHASE_E_v1_2_FINAL.md","| INV-E-XXX | Description | ?/? |","102"
"C:\Users\elric\omega-project\docs\OMEGA_CLAUDE_CODE_PROMPT_PHASE_E_v1_2_FINAL.md","| R07 | Z?ro dette | Jamais TODO, FIXME, ""? faire plus tard"" |","169"
"C:\Users\elric\omega-project\docs\OMEGA_CLAUDE_CODE_PROMPT_PHASE_E_v1_2_FINAL.md","| E | OMEGA_CANON_PHASE_E_v1.0_SEALED | XXXXXXXX... |","1051"
"C:\Users\elric\omega-project\docs\OMEGA_PHASE_15_1_MASTERPLAN_FINAL.md","15. [TEMPLATES](#section-15--templates)","61"
"C:\Users\elric\omega-project\docs\OMEGA_PHASE_15_1_MASTERPLAN_FINAL.md","# SECTION 15 ? TEMPLATES","676"
"C:\Users\elric\omega-project\docs\OMEGA_PHASE_15_1_MASTERPLAN_FINAL.md","## 15.1 Liste des templates","678"
"C:\Users\elric\omega-project\docs\OMEGA_PHASE_15_1_MASTERPLAN_FINAL.md","| `INCIDENT_REPORT_TEMPLATE.md` | Arret d'urgence G3/G4 |","684"
"C:\Users\elric\omega-project\docs\OMEGA_PHASE_15_1_MASTERPLAN_MIL_GRADE.md","14. [TEMPLATES](#section-14--templates)","60"
"C:\Users\elric\omega-project\docs\OMEGA_PHASE_15_1_MASTERPLAN_MIL_GRADE.md","| Temps ex?cution | ms | ? | ? INTERDIT |","271"
"C:\Users\elric\omega-project\docs\OMEGA_PHASE_15_1_MASTERPLAN_MIL_GRADE.md","| ""Le temps mesur? est X ms"" | ? FACTUEL |","512"
"C:\Users\elric\omega-project\docs\OMEGA_PHASE_15_1_MASTERPLAN_MIL_GRADE.md","wc -l docs/phase15_1_templates/OBS_TERRAIN_LOG_APPEND_ONLY.md","693"
"C:\Users\elric\omega-project\docs\OMEGA_PHASE_15_1_MASTERPLAN_MIL_GRADE.md","# SECTION 14 ? TEMPLATES","774"
"C:\Users\elric\omega-project\docs\OMEGA_PHASE_15_1_MASTERPLAN_MIL_GRADE.md","## 14.1 Template observation (mise ? jour)","776"
"C:\Users\elric\omega-project\docs\OMEGA_PHASE_15_1_MASTERPLAN_MIL_GRADE.md","| Temps | PLACEHOLDER ms |","802"
"C:\Users\elric\omega-project\docs\PROFILING_GUIDE.md","## Findings Template","118"
"C:\Users\elric\omega-project\docs\REPO_HYGIENE.md","| AI Tools | `.claude/`, `tmpclaude-*` | AI assistant temp files |","24"
"C:\Users\elric\omega-project\docs\REPO_HYGIENE.md","| Temp | `tmp/`, `*.tmp`, `.cache/` | Temporary files |","27"
"C:\Users\elric\omega-project\docs\REPO_HYGIENE.md","- [ ] `.gitignore` covers all temp/cache patterns","81"
"C:\Users\elric\omega-project\docs\SCALE_RUNNER.md","    ""fingerprint"": ""fp_xxx"",","134"
"C:\Users\elric\omega-project\docs\SCALE_RUNNER.md","    ""merkle_root"": ""merkle_xxx..."",","135"
"C:\Users\elric\omega-project\docs\SESSION_SAVE_SCALE_20260103.md","| Temps | 5,625 ms |","117"
"C:\Users\elric\omega-project\docs\SESSION_SAVE_SCALE_20260103.md","| Concurrency | Temps | Speedup |","122"
"C:\Users\elric\omega-project\docs\SESSION_SAVE_STREAM_20260103.md","2. **Progress callback** ? Feedback temps r?el pour gros fichiers","205"
"C:\Users\elric\omega-project\docs\STREAMING_V2.md","| Fichier | Taille | Segments | Mode | Temps | RAM Peak |","247"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","# TODO Marker Exceptions (Intentional Patterns)","1"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","**Purpose:** This document lists the remaining occurrences of `TODO|FIXME|HACK|XXX` in comment context that are **intentional** and required for scan/verify tooling.","3"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","**Rule:** No `TODO/FIXME/HACK/XXX` markers are allowed in active documentation or production code.","5"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","**Pattern:** Comment markers only (`// TODO`, `/* FIXME`, `# HACK:`, etc.)","10"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- `doc-todo-exceptions.ps1`","32"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **doc-todo-exceptions.ps1:44:1**","41"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `# Matches: // TODO: , /* FIXME , # HACK: , // XXX , etc.`","42"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **doc-todo-exceptions.ps1:120:1**","45"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `# TODO Marker Exceptions (Intentional Patterns)`","46"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **doc-todo-exceptions.ps1:129:1**","49"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `**Pattern:** Comment markers only (``// TODO``, ``/* FIXME``, ``# HACK:``, etc.)`","50"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `""`n## TODO / FIXME / NCR / OPEN (repo scan)`n"" | Out-File $out -Append`","54"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-cleanup-20260119-170500/AFTER_SCAN.txt:455:1**","57"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `.\nexus\proof\todo-scan-20260119-165002\TODO_SCAN_FILES.csv:119:30:""omega-math-scan.ps1"",337,4,""TODO"",""## TODO METRICS""`","58"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-cleanup-20260119-170500/AFTER_SCAN.txt:627:1**","61"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `.\nexus\proof\todo-scan-20260119-165002\raw_scan.txt:118:32:.\omega-math-scan.ps1:337:4:## TODO METRICS`","62"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-cleanup-20260119-170500/AFTER_SCAN.txt:1878:1**","65"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `.\nexus\proof\todo-cleanup-20260119-170500\BEFORE_SCAN.txt:167:32:.\omega-math-scan.ps1:337:4:## TODO METRICS`","66"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-cleanup-20260119-170500/AFTER_SCAN.txt:2336:1**","69"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `.\nexus\proof\todo-cleanup-20260119-170500\BEFORE_SCAN.txt:625:41:.\nexus\proof\todo-scan-20260119-165002\TODO_SCAN_FILES.csv:119:30:""omega-math-scan.ps1"",337,4,""TODO"",""## TODO METRICS""`","70"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-cleanup-20260119-170500/AFTER_SCAN.txt:2511:1**","73"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `.\nexus\proof\todo-cleanup-20260119-170500\BEFORE_SCAN.txt:800:92:.\nexus\proof\todo-scan-20260119-165002\raw_scan.txt:118:32:.\omega-math-scan.ps1:337:4:## TODO METRICS`","74"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-cleanup-20260119-170500/BEFORE_SCAN.txt:167:1**","77"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `.\omega-math-scan.ps1:337:4:## TODO METRICS`","78"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-cleanup-20260119-170500/BEFORE_SCAN.txt:625:1**","81"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `.\nexus\proof\todo-scan-20260119-165002\TODO_SCAN_FILES.csv:119:30:""omega-math-scan.ps1"",337,4,""TODO"",""## TODO METRICS""`","82"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-cleanup-20260119-170500/BEFORE_SCAN.txt:800:1**","85"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `.\nexus\proof\todo-scan-20260119-165002\raw_scan.txt:118:32:.\omega-math-scan.ps1:337:4:## TODO METRICS`","86"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-exceptions-doc-20260119-174620/raw_markers_all.txt:6:1**","89"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `doc-todo-exceptions.ps1:89:1:# TODO Marker Exceptions (Intentional Patterns)`","90"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-exceptions-doc-20260119-174620/raw_markers_all.txt:12:1**","93"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `generate_gaps_report.ps1:21:1:""`n## TODO / FIXME / NCR / OPEN (repo scan)`n"" | Out-File $out -Append`","94"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-exceptions-doc-20260119-174620/raw_markers_unexpected.txt:6:1**","97"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `doc-todo-exceptions.ps1:89:1:# TODO Marker Exceptions (Intentional Patterns)`","98"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-exceptions-doc-20260119-174620/raw_markers_unexpected.txt:12:1**","101"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `generate_gaps_report.ps1:21:1:""`n## TODO / FIXME / NCR / OPEN (repo scan)`n"" | Out-File $out -Append`","102"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-exceptions-doc-20260119-174816/raw_markers_all.txt:7:1**","105"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `doc-todo-exceptions.ps1:115:1:# TODO Marker Exceptions (Intentional Patterns)`","106"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-exceptions-doc-20260119-174816/raw_markers_all.txt:13:1**","109"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `generate_gaps_report.ps1:21:1:""`n## TODO / FIXME / NCR / OPEN (repo scan)`n"" | Out-File $out -Append`","110"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-exceptions-doc-20260119-174816/raw_markers_all.txt:743:1**","113"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `nexus/proof/todo-cleanup-20260119-170500/AFTER_SCAN.txt:455:1:.\nexus\proof\todo-scan-20260119-165002\TODO_SCAN_FILES.csv:119:30:""omega-math-scan.ps1"",337,4,""TODO"",""## TODO METRICS""`","114"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-exceptions-doc-20260119-174816/raw_markers_all.txt:915:1**","117"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `nexus/proof/todo-cleanup-20260119-170500/AFTER_SCAN.txt:627:1:.\nexus\proof\todo-scan-20260119-165002\raw_scan.txt:118:32:.\omega-math-scan.ps1:337:4:## TODO METRICS`","118"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-exceptions-doc-20260119-174816/raw_markers_all.txt:2166:1**","121"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `nexus/proof/todo-cleanup-20260119-170500/AFTER_SCAN.txt:1878:1:.\nexus\proof\todo-cleanup-20260119-170500\BEFORE_SCAN.txt:167:32:.\omega-math-scan.ps1:337:4:## TODO METRICS`","122"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-exceptions-doc-20260119-174816/raw_markers_all.txt:2624:1**","125"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `nexus/proof/todo-cleanup-20260119-170500/AFTER_SCAN.txt:2336:1:.\nexus\proof\todo-cleanup-20260119-170500\BEFORE_SCAN.txt:625:41:.\nexus\proof\todo-scan-20260119-165002\TODO_SCAN_FILES.csv:119:30:""omega-math-scan.ps1"",337,4,""TODO"",""## TODO METRICS""`","126"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-exceptions-doc-20260119-174816/raw_markers_all.txt:2799:1**","129"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","  - Snippet: `nexus/proof/todo-cleanup-20260119-170500/AFTER_SCAN.txt:2511:1:.\nexus\proof\todo-cleanup-20260119-170500\BEFORE_SCAN.txt:800:92:.\nexus\proof\todo-scan-20260119-165002\raw_scan.txt:118:32:.\omega-math-scan.ps1:337:4:## TODO METRICS`","130"
"C:\Users\elric\omega-project\docs\TODO_MARKER_EXCEPTIONS.md","- **nexus/proof/todo-exceptions-doc-20260119-174816/raw_markers_all.txt:4099:1**","133"
